"phecode"	"case_count"	"prev"	"w"
"578.9"	1347	0.0620708723100318	1.20711215123501
"579"	2010	0.0926224597944795	1.03328368953751
"579.2"	458	0.0211050182019262	1.67561426895413
"579.8"	429	0.0197686742546426	1.70402245477327
"580"	1249	0.0575549513847288	1.23991730858386
"580.1"	430	0.019814755080411	1.70301129137841
"580.11"	159	0.00732685129717525	2.13508262263754
"580.12"	110	0.00506889083452375	2.29508706179977
"580.13"	105	0.00483848670568177	2.31529044788806
"580.14"	185	0.00852495276715359	2.06930801855498
"580.2"	216	0.00995345836597392	2.00202599580707
"580.3"	677	0.0311967190452053	1.50589107827285
"580.31"	422	0.0194461084742639	1.71116729599632
"580.32"	309	0.0142389751624349	1.84652126753316
"580.4"	391	0.0180176028754435	1.74430298956213
"585"	4698	0.216487719459933	0.664566734516409
"585.1"	3205	0.147689046587715	0.83065171310316
"585.2"	817	0.037648034652781	1.42425769042558
"585.3"	3102	0.14294272153357	0.84483795348041
"585.31"	750	0.0345606193262983	1.4614184835663
"585.32"	966	0.0445140776922722	1.3515026205425
"585.33"	1425	0.0656651767199668	1.18266488261347
"585.34"	783	0.0360812865766555	1.44271798490005
"585.4"	802	0.036956822266255	1.43230537867383
"586"	3588	0.165338002857011	0.781627312585942
"586.1"	126	0.00580618404681812	2.23610920184043
"586.11"	28	0.00129026312151514	2.88932171561578
"586.12"	80	0.00368646606147182	2.43338975996605
"586.2"	811	0.0373715496981706	1.42745889274684
"586.3"	120	0.00552969909220773	2.25729850091037
"586.4"	385	0.0177411179208331	1.7510190174495
"587"	964	0.0444219160407354	1.35240271305517
"588"	827	0.038108842910465	1.41897423740545
"588.1"	628	0.0289387585825538	1.5385201032208
"588.2"	279	0.012856550389383	1.8908755436844
"589"	243	0.0111976406617207	1.95087347335968
"590"	660	0.0304133450071425	1.51693581141613
"591"	6140	0.282936270217962	0.548311375816828
"592"	839	0.0386618128196857	1.4127177861293
"592.1"	746	0.0343762960232247	1.46374091948533
"592.11"	229	0.0105525091009631	1.97664426461811
"592.12"	152	0.00700428551679646	2.15463615901322
"592.13"	111	0.00511497166029215	2.29115676817134
"592.2"	116	0.00534537578913414	2.27202175773108
"592.21"	23	0.00105985899267315	2.9747519109404
"592.3"	4	0.000184323303073591	3.73441975563003
"593"	2633	0.121330814248191	0.916028887851928
"593.1"	411	0.0189392193908115	1.72263792508193
"593.2"	366	0.0168655822312336	1.77299866156359
"594"	1637	0.0754343117828671	1.12243106754605
"594.1"	1369	0.0630846504769366	1.20007629882401
"594.2"	148	0.00681996221372287	2.16621803156304
"594.3"	456	0.0210128565503894	1.67751490429356
"594.8"	155	0.00714252799410165	2.1461480487877
"595"	767	0.0353439933643611	1.45168438300902
"596"	1282	0.0590756186350859	1.2285917217752
"596.1"	244	0.0112437214874891	1.94908992061927
"596.5"	741	0.0341458918943827	1.46666153897867
"597"	1062	0.0489378369660384	1.31035523021255
"597.1"	170	0.00783374038062762	2.10603082557972
"597.2"	297	0.0136860052532141	1.86372329764078
"597.8"	253	0.0116584489194046	1.93335922578218
"598"	90	0.0041472743191558	2.38223723751867
"598.4"	27	0.00124418229574674	2.90511598279901
"599"	6110	0.28155384544491	0.550438536715442
"599.1"	447	0.0205981291184738	1.68617222382606
"599.2"	1698	0.0782452421547394	1.10654206105006
"599.3"	2694	0.124141744620064	0.906082155571029
"599.4"	1981	0.091286115847196	1.03959527141945
"599.5"	2788	0.128473342242293	0.891186977532024
"599.6"	285	0.0131330353439934	1.88163488694949
"599.7"	15	0.000691212386525967	3.16038848790231
"599.8"	227	0.0104603474494263	1.98045388976487
"599.9"	1312	0.0604580434081379	1.21854591191835
"600"	2085	0.0960785217271093	1.01737368764822
"601"	652	0.0300446984009953	1.52223215122608
"601.1"	414	0.0190774618681167	1.7194794058371
"601.11"	177	0.0081563061610064	2.08850648059619
"601.12"	154	0.00709644716833326	2.14895902612153
"601.3"	185	0.00852495276715359	2.06930801855498
"601.4"	43	0.0019814755080411	2.70301129137841
"601.8"	62	0.00285701119764066	2.54408805745974
"602"	207	0.00953873093405834	2.02050940150108
"602.3"	12	0.000552969909220773	3.25729850091037
"603"	196	0.00903184185060596	2.04422367560152
"603.1"	137	0.00631307313027049	2.19975917980159
"603.2"	66	0.00304133450071425	2.51693581141613
"604"	260	0.0119810146997834	1.92150639898718
"604.1"	66	0.00304133450071425	2.51693581141613
"604.2"	8	0.000368646606147182	3.43338975996605
"604.3"	74	0.00340998110686143	2.46724802722702
"605"	1467	0.0676005714022395	1.17004963311471
"608"	556	0.0256209391272292	1.59140495537594
"609"	74	0.00340998110686143	2.46724802722702
"609.1"	39	0.00179715220496751	2.7454151399315
"609.11"	7	0.000322565780378784	3.49138170694374
"609.2"	34	0.00156674807612552	2.80500082991574
"610"	1376	0.0634072162573153	1.1978613130585
"610.1"	1149	0.052946868807889	1.27615971826971
"610.2"	97	0.00446984009953458	2.34970801269175
"610.3"	134	0.0061748306529653	2.20937494859319
"610.4"	335	0.0154370766324133	1.81143493992115
"610.8"	85	0.00391687019031381	2.4070608212437
"611"	2714	0.125063361135432	0.902869903634278
"611.1"	2155	0.0993041795308972	1.00303247246125
"611.11"	604	0.0278328187641123	1.55544280833686
"611.3"	1698	0.0782452421547394	1.10654206105006
"612"	416	0.0191696235196535	1.71738641633125
"612.1"	79	0.00364038523570342	2.43885265566755
"612.2"	320	0.0147458642458873	1.83132976863809
"612.3"	21	0.000967697341136353	3.01426045222408
"613"	1691	0.0779226763743606	1.10833613936025
"613.1"	238	0.0109672365328787	1.95990278990148
"613.5"	528	0.024330676005714	1.61384582442418
"613.7"	501	0.0230864937099673	1.63664202109075
"613.8"	856	0.0394451868577485	1.40400598228084
"613.9"	135	0.0062209114787337	2.20614597846299
"614"	1339	0.0617022257038846	1.20969916994599
"614.1"	216	0.00995345836597392	2.00202599580707
"614.3"	153	0.00705036634256486	2.1517883161404
"614.31"	23	0.00105985899267315	2.9747519109404
"614.32"	106	0.00488456753145016	2.31117388169323
"614.33"	37	0.00170499055343072	2.768278022891
"614.4"	43	0.0019814755080411	2.70301129137841
"614.5"	1067	0.0491682410948804	1.30831532753353
"614.51"	191	0.00880143772176397	2.05544637971027
"614.52"	818	0.0376941154785494	1.42372644328667
"614.53"	44	0.0020275563338095	2.69302707047181
"614.54"	72	0.00331781945532464	2.47914725052673
"615"	264	0.012165338002857	1.91487582008817
"618"	703	0.0323948205151836	1.48952442193817
"618.1"	610	0.0281093037187226	1.55114991194723
"618.2"	227	0.0104603474494263	1.98045388976487
"618.5"	207	0.00953873093405834	2.02050940150108
"618.6"	179	0.0082484678125432	2.0836267159781
"619"	1301	0.0599511543246855	1.22220245039641
"619.1"	257	0.0118427722224782	1.9265466236267
"619.2"	492	0.0226717662780517	1.64451464419064
"619.3"	176	0.00811022533523801	2.09096707914385
"619.4"	380	0.0175107137919912	1.75669615034119
"619.5"	222	0.0102299433205843	1.99012677250736
"620"	103	0.00474632505414497	2.32364252225282
"620.1"	16	0.000737293212294364	3.13235976430207
"621"	115	0.00529929496336574	2.27578190660438
"622"	335	0.0154370766324133	1.81143493992115
"622.1"	224	0.0103221049721211	1.98623172862383
"622.2"	112	0.00516105248606055	2.28726172428781
"623"	77	0.00354822358416663	2.44998902178551
"624"	333	0.0153449149808765	1.81403551345168
"624.1"	52	0.00239620293995668	2.6204764033232
"624.2"	24	0.00110593981844155	2.95626850524639
"624.9"	658	0.0303211833556057	1.51825385334404
"625"	1240	0.0571402239528132	1.24305806179576
"625.1"	197	0.00907792267637436	2.0420135207964
"626"	1859	0.0856642551034515	1.0672003571861
"626.1"	1633	0.0752499884797936	1.12349356222133
"626.11"	502	0.0231325745357357	1.63577602981298
"626.12"	614	0.0282936270217962	1.54831137581683
"626.13"	870	0.0400903184185061	1.39696049433938
"626.14"	142	0.00654347725911248	2.18419140257494
"626.15"	38	0.00175107137919912	2.75669615034119
"626.2"	245	0.0112898023132575	1.94731366259346
"626.21"	6	0.000276484954610387	3.55832849657435
"626.4"	77	0.00354822358416663	2.44998902178551
"626.8"	112	0.00516105248606055	2.28726172428781
"627"	3217	0.148242016496936	0.829028686056026
"627.1"	496	0.0228560895811253	1.6409980704678
"627.2"	2396	0.110409658541081	0.956992933240722
"627.21"	351	0.0161743698447076	1.79117263049217
"627.22"	370	0.0170499055343072	1.768278022891
"627.3"	772	0.0355743974932031	1.44886244662226
"627.4"	88	0.004055112667619	2.39199707480783
"627.5"	243	0.0111976406617207	1.95087347335968
"628"	665	0.0306437491359845	1.51365810165489
"634"	173	0.00797198285793281	2.0984336438292
"634.1"	84	0.00387078936454541	2.41220046089611
"634.3"	20	0.000921616515367955	3.03544975129401
"635"	156	0.00718860881987005	2.14335514860353
"635.2"	105	0.00483848670568177	2.31529044788806
"635.3"	48	0.00221187963688309	2.65523850958241
"636"	461	0.0212432606792314	1.67277882156835
"636.1"	171	0.00787982120639602	2.10348363656584
"636.2"	130	0.00599050734989171	2.22253639465116
"636.3"	216	0.00995345836597392	2.00202599580707
"636.8"	25	0.00115202064420994	2.93853973828596
"637"	3	0.000138242477305193	3.85935849223833
"642"	257	0.0118427722224782	1.9265466236267
"642.1"	149	0.00686604303949127	2.16329347854572
"643"	79	0.00364038523570342	2.43885265566755
"643.1"	40	0.00184323303073591	2.73441975563003
"644"	63	0.00290309202340906	2.53713919750441
"646"	156	0.00718860881987005	2.14335514860353
"647"	85	0.00391687019031381	2.4070608212437
"647.1"	90	0.0041472743191558	2.38223723751867
"647.3"	18	0.00082945486383116	3.08120724185469
"649"	435	0.020045159209253	1.69799049000336
"649.1"	164	0.00755725542601723	2.1216358989103
"653"	166	0.00764941707755403	2.11637165891794
"654"	10	0.000460808257683978	3.336479746958
"654.1"	33	0.00152066725035713	2.81796580708011
"654.2"	46	0.0021197179853463	2.67372191527642
"655"	602	0.0277406571125755	1.55688325570017
"655.1"	194	0.00893968019906917	2.04867801702777
"656"	89	0.0041011934933874	2.38708974031308
"656.1"	3	0.000138242477305193	3.85935849223833
"656.2"	18	0.00082945486383116	3.08120724185469
"656.22"	2	9.21616515367955e-05	4.03544975129402
"656.26"	5	0.000230404128841989	3.63750974262198
"656.3"	6	0.000276484954610387	3.55832849657435
"656.4"	11	0.000506889083452375	3.29508706179977
"656.5"	7	0.000322565780378784	3.49138170694374
"656.6"	14	0.000645131560757569	3.19035171127976
"656.7"	9	0.00041472743191558	3.38223723751867
"656.8"	6	0.000276484954610387	3.55832849657435
"657"	12	0.000552969909220773	3.25729850091037
"669"	75	0.00345606193262983	2.4614184835663
"671"	51	0.00235012211418829	2.62890957086006
"674"	29	0.00133634394728354	2.87408174905904
"676"	10	0.000460808257683978	3.336479746958
"681"	3743	0.172480530851113	0.763259919843574
"681.1"	656	0.0302290217040689	1.51957590758234
"681.2"	360	0.0165890972766232	1.78017724619071
"681.3"	490	0.0225796046265149	1.64628366692948
"681.5"	1081	0.049813372655638	1.30265405300469
"681.6"	314	0.0144693792912769	1.83955009888478
"681.7"	798	0.0367724989631814	1.43447685560727
"686"	1056	0.048661352011428	1.3128158287602
"686.1"	294	0.0135477627759089	1.86813241654584
"686.2"	179	0.0082484678125432	2.0836267159781
"686.3"	28	0.00129026312151514	2.88932171561578
"686.4"	91	0.0041933551449242	2.3774383546369
"686.5"	60	0.00276484954610387	2.55832849657435
"687"	73	0.00336390028109304	2.47315688683754
"687.1"	3759	0.173217824063407	0.761407421244184
"687.3"	27	0.00124418229574674	2.90511598279901
"687.4"	2666	0.122851481498548	0.910619601880156
"689"	1445	0.0665867932353348	1.17661189986543
"690"	798	0.0367724989631814	1.43447685560727
"690.1"	775	0.0357126399705083	1.44717804445169
"691"	216	0.00995345836597392	2.00202599580707
"691.1"	9	0.00041472743191558	3.38223723751867
"691.3"	13	0.000599050734989171	3.22253639465116
"694"	1128	0.0519791714667527	1.28417064731067
"694.1"	49	0.00225796046265149	2.64628366692948
"694.2"	1074	0.0494908068752592	1.30547546559446
"694.3"	19	0.000875535689599558	3.05772614600517
"695"	1942	0.0894889636422285	1.04823052138601
"695.1"	59	0.00271876872033547	2.56562773531585
"695.2"	55	0.00253444541726188	2.59611705746375
"695.21"	12	0.000552969909220773	3.25729850091037
"695.22"	39	0.00179715220496751	2.7454151399315
"695.3"	623	0.0287083544537118	1.54199170029883
"695.4"	595	0.0274180913321967	1.56196278122945
"695.41"	142	0.00654347725911248	2.18419140257494
"695.42"	560	0.0258052624303028	1.5882917199518
"695.7"	241	0.0111054790101839	1.95446270438313
"695.8"	287	0.0132251969955302	1.878597850224
"695.81"	47	0.00216579881111469	2.66438188902228
"695.9"	307	0.0141468135108981	1.84934137148081
"696"	586	0.0270033639002811	1.56858213093991
"696.2"	14	0.000645131560757569	3.19035171127976
"696.3"	41	0.00188931385650431	2.72369589023826
"696.4"	545	0.0251140500437768	1.60008324468135
"696.41"	469	0.0216119072853786	1.66530690424291
"696.42"	176	0.00811022533523801	2.09096707914385
"697"	358	0.0164969356250864	1.78259672031412
"698"	879	0.0405050458504216	1.39249087188422
"700"	422	0.0194461084742639	1.71116729599632
"701"	2695	0.124187825445832	0.905920977435239
"701.1"	326	0.0150223492004977	1.82326214689006
"701.2"	1105	0.0509193124740795	1.29311746893687
"701.3"	101	0.00465416340260817	2.33215837317535
"701.4"	292	0.0134556011243721	1.87109689550958
"701.5"	265	0.0122114188286254	1.91323387302119
"701.6"	49	0.00225796046265149	2.64628366692948
"702"	4045	0.186396940233169	0.729561221009705
"702.1"	2595	0.119579742868992	0.922342384773519
"702.2"	3178	0.146444864291968	0.834325854086635
"702.4"	49	0.00225796046265149	2.64628366692948
"703"	441	0.0203216441638634	1.69204115749016
"703.1"	380	0.0175107137919912	1.75669615034119
"704"	941	0.0433620570480623	1.36289012353074
"704.1"	447	0.0205981291184738	1.68617222382606
"704.11"	51	0.00235012211418829	2.62890957086006
"704.12"	54	0.00248836459149348	2.60408598713503
"704.2"	130	0.00599050734989171	2.22253639465116
"704.8"	527	0.0242845951799456	1.61466913174545
"705"	246	0.0113358831390259	1.94554463985462
"705.1"	146	0.00672780056218607	2.17212689117356
"705.3"	69	0.00317957697801945	2.49763065622074
"705.8"	355	0.0163586931477812	1.7862513939029
"706"	2334	0.10755264734344	0.968378895248645
"706.1"	628	0.0289387585825538	1.5385201032208
"706.2"	1303	0.0600433159762223	1.22153533124541
"706.3"	10	0.000460808257683978	3.336479746958
"706.8"	612	0.0282014653702594	1.54972832481243
"707"	1414	0.0651582876365144	1.18603033749712
"707.1"	744	0.0342841343716879	1.46490681141212
"707.2"	625	0.0288005161052486	1.54059972961392
"707.3"	461	0.0212432606792314	1.67277882156835
"709"	854	0.0393530252062117	1.40502187626899
"709.2"	238	0.0109672365328787	1.95990278990148
"709.3"	314	0.0144693792912769	1.83955009888478
"709.4"	108	0.00497672918298696	2.30305599147105
"709.5"	139	0.00640523478180729	2.1934649467039
"709.6"	158	0.00728077047140685	2.13782266000357
"709.7"	110	0.00506889083452375	2.29508706179977
"710"	797	0.036726418137413	1.43502142556188
"710.1"	707	0.0325791438182572	1.4870603331611
"710.11"	297	0.0136860052532141	1.86372329764078
"710.12"	364	0.0167734205796968	1.77537836330894
"710.19"	533	0.024561080134556	1.60975253793142
"710.2"	4	0.000184323303073591	3.73441975563003
"710.3"	26	0.00119810146997834	2.92150639898718
"711"	308	0.0141928943366665	1.84792903045755
"711.1"	193	0.00889359937330077	2.05092243795022
"711.2"	22	0.00101377816690475	2.99405706613579
"711.3"	18	0.00082945486383116	3.08120724185469
"712"	118	0.00543753744067094	2.26459773965187
"713"	197	0.00907792267637436	2.0420135207964
"713.5"	140	0.00645131560757569	2.19035171127976
"714"	1674	0.0771393023362979	1.11272429330075
"714.1"	1366	0.0629464079996314	1.20102904761248
"714.2"	69	0.00317957697801945	2.49763065622074
"715"	390	0.0179715220496751	1.7454151399315
"715.1"	246	0.0113358831390259	1.94554463985462
"715.2"	86	0.00396295101608221	2.40198129571443
"715.3"	78	0.00359430440993503	2.44438514426752
"716"	2719	0.125293765264274	0.902070539370496
"716.1"	55	0.00253444541726188	2.59611705746375
"716.2"	23	0.00105985899267315	2.9747519109404
"716.3"	16	0.000737293212294364	3.13235976430207
"716.8"	21	0.000967697341136353	3.01426045222408
"716.9"	2630	0.121192571770886	0.916523998468238
"717"	567	0.0261278282106815	1.58289668806509
"720"	1741	0.0802267176627805	1.09568097584066
"720.1"	1306	0.0601815584535275	1.22053657001894
"721"	2896	0.13345007142528	0.874681189432887
"721.1"	2760	0.127183079120778	0.895570664892778
"721.2"	344	0.0158518040643288	1.79992130438647
"721.8"	58	0.00267268789456707	2.57305175339506
"722"	3172	0.146168379337358	0.83514656831243
"722.1"	894	0.0411962582369476	1.38514222816208
"722.3"	18	0.00082945486383116	3.08120724185469
"722.6"	2600	0.119810146997834	0.921506398987178
"722.7"	184	0.00847887194138519	2.07166192394846
"722.8"	332	0.0152988341551081	1.81534166325396
"722.9"	143	0.00658955808488088	2.18114370949293
"723"	307	0.0141468135108981	1.84934137148081
"723.1"	39	0.00179715220496751	2.7454151399315
"724"	512	0.0235933827934197	1.62720978598217
"724.1"	98	0.00451592092530298	2.3452536712655
"724.2"	95	0.00437767844799779	2.35875614166915
"724.8"	126	0.00580618404681812	2.23610920184043
"724.9"	164	0.00755725542601723	2.1216358989103
"726"	3880	0.178793603981383	0.747648021363789
"726.1"	2054	0.094650016128289	1.02387930769674
"726.2"	89	0.0041011934933874	2.38708974031308
"726.3"	577	0.0265886364683655	1.57530393380226
"726.4"	411	0.0189392193908115	1.72263792508193
"727"	2563	0.118105156444403	0.927731140773752
"727.1"	1313	0.0605041242339063	1.21821502086852
"727.2"	347	0.015990046541634	1.79615027216712
"727.4"	407	0.0187548960877379	1.72688533773278
"727.5"	182	0.00838671028984839	2.07640835897292
"727.6"	471	0.0217040689369154	1.6634588398291
"727.7"	165	0.00760333625178563	2.11899580274409
"727.8"	104	0.00479240587991337	2.31944640765922
"728"	188	0.00866319524445878	2.06232189769432
"728.1"	82	0.00377862771300862	2.42266589457428
"728.2"	37	0.00170499055343072	2.768278022891
"728.7"	670	0.0308741532648265	1.51040494425717
"728.71"	120	0.00552969909220773	2.25729850091037
"729"	336	0.0154831574581817	1.81014046956815
"729.1"	42	0.00193539468227271	2.7132304565601
"729.3"	79	0.00364038523570342	2.43885265566755
"729.7"	40	0.00184323303073591	2.73441975563003
"731"	105	0.00483848670568177	2.31529044788806
"731.1"	24	0.00110593981844155	2.95626850524639
"732"	64	0.00294917284917746	2.53029977297411
"732.1"	33	0.00152066725035713	2.81796580708011
"732.7"	26	0.00119810146997834	2.92150639898718
"733"	429	0.0197686742546426	1.70402245477327
"733.2"	72	0.00331781945532464	2.47914725052673
"733.4"	285	0.0131330353439934	1.88163488694949
"733.6"	122	0.00562186074374453	2.25011991628325
"733.8"	324	0.0149301875489609	1.82593473675138
"733.9"	101	0.00465416340260817	2.33215837317535
"735"	1348	0.0621169531358002	1.2067898547587
"735.1"	153	0.00705036634256486	2.1517883161404
"735.2"	675	0.0311045573936685	1.50717597412697
"735.21"	516	0.0237777060964933	1.62383004533078
"735.22"	52	0.00239620293995668	2.6204764033232
"735.23"	124	0.00571402239528132	2.24305806179576
"735.3"	426	0.0196304317773375	1.70707014785528
"736"	328	0.0151145108520345	1.82060590324632
"736.1"	20	0.000921616515367955	3.03544975129401
"736.2"	101	0.00465416340260817	2.33215837317535
"736.3"	37	0.00170499055343072	2.768278022891
"736.4"	10	0.000460808257683978	3.336479746958
"736.5"	37	0.00170499055343072	2.768278022891
"736.6"	67	0.00308741532648265	2.51040494425717
"737"	704	0.032440901340952	1.48890708781588
"737.1"	189	0.00870927607022718	2.06001794278475
"737.2"	17	0.000783374038062762	3.10603082557972
"737.3"	558	0.025713100778766	1.58984554802042
"738"	779	0.0358969632735819	1.44494228928543
"738.4"	443	0.0204138058154002	1.69007602073493
"739"	302	0.0139164093820561	1.85647280400085
"740"	6105	0.281323441316068	0.550794078677095
"740.1"	2475	0.114050043776784	0.942904543688409
"740.11"	1948	0.0897654485968389	1.0468907944154
"740.12"	51	0.00235012211418829	2.62890957086006
"740.2"	1832	0.0844200728077047	1.07355427762616
"740.3"	247	0.0113819639647942	1.94378279369833
"740.9"	4571	0.210635454587346	0.676468525668665
"741"	3172	0.146168379337358	0.83514656831243
"741.1"	42	0.00193539468227271	2.7132304565601
"741.2"	610	0.0281093037187226	1.55114991194723
"741.3"	807	0.037187226395097	1.42960621223593
"741.4"	1037	0.0477858163218285	1.32070099056896
"741.5"	89	0.0041011934933874	2.38708974031308
"741.6"	44	0.0020275563338095	2.69302707047181
"742"	651	0.0299986175752269	1.5228987583898
"742.1"	36	0.00165890972766232	2.78017724619071
"742.2"	75	0.00345606193262983	2.4614184835663
"742.8"	50	0.00230404128841989	2.63750974262198
"742.9"	527	0.0242845951799456	1.61466913174545
"743"	5909	0.272291599465462	0.56496575697833
"743.1"	3831	0.176535643518732	0.753167594974918
"743.11"	3088	0.142297589972812	0.846802455294298
"743.12"	1093	0.0503663425648588	1.29785958500829
"743.13"	1316	0.0606423667112115	1.21722385768006
"743.2"	844	0.0388922169485277	1.41013730033234
"743.21"	378	0.0174185521404544	1.75898794712077
"743.22"	110	0.00506889083452375	2.29508706179977
"743.4"	124	0.00571402239528132	2.24305806179576
"743.9"	3468	0.159808303764803	0.796400658153823
"745"	9704	0.447168333256532	0.34952895909948
"747"	1034	0.0476475738445233	1.32195920820007
"747.1"	857	0.0394912676835169	1.4034989250348
"747.11"	450	0.020736371595779	1.68326723318265
"747.12"	312	0.0143772176397401	1.84232515293955
"747.13"	161	0.00741901294871204	2.12965387092615
"747.2"	184	0.00847887194138519	2.07166192394846
"748"	80	0.00368646606147182	2.43338975996605
"749"	146	0.00672780056218607	2.17212689117356
"749.1"	13	0.000599050734989171	3.22253639465116
"749.2"	29	0.00133634394728354	2.87408174905904
"750"	273	0.0125800654347726	1.90031709991724
"750.1"	128	0.00589834569835491	2.22926977731013
"750.11"	41	0.00188931385650431	2.72369589023826
"750.13"	33	0.00152066725035713	2.81796580708011
"750.14"	16	0.000737293212294364	3.13235976430207
"750.15"	16	0.000737293212294364	3.13235976430207
"750.2"	147	0.00677388138795447	2.16916241220982
"750.21"	81	0.00373254688724022	2.42799472807935
"750.22"	63	0.00290309202340906	2.53713919750441
"750.5"	2	9.21616515367955e-05	4.03544975129402
"751"	1037	0.0477858163218285	1.32070099056896
"751.1"	117	0.00539145661490254	2.26829388521183
"751.11"	40	0.00184323303073591	2.73441975563003
"751.12"	44	0.0020275563338095	2.69302707047181
"751.2"	851	0.0392147827289065	1.40655018687341
"751.21"	664	0.0305976683102161	1.51431166758998
"751.22"	138	0.00635915395603889	2.19660066055676
"751.3"	116	0.00534537578913414	2.27202175773108
"752"	182	0.00838671028984839	2.07640835897292
"752.1"	71	0.00327173862955624	2.48522139823892
"752.11"	56	0.00258052624303028	2.5882917199518
"752.2"	93	0.00428551679646099	2.36799679840406
"753"	80	0.00368646606147182	2.43338975996605
"753.1"	25	0.00115202064420994	2.93853973828596
"753.2"	16	0.000737293212294364	3.13235976430207
"754"	271	0.0124879037832358	1.90351045608359
"754.1"	49	0.00225796046265149	2.64628366692948
"754.2"	195	0.00898576102483756	2.04644513559548
"755"	177	0.0081563061610064	2.08850648059619
"755.1"	92	0.00423943597069259	2.37269191961244
"755.3"	16	0.000737293212294364	3.13235976430207
"755.4"	27	0.00124418229574674	2.90511598279901
"755.6"	47	0.00216579881111469	2.66438188902228
"755.61"	35	0.00161282890189392	2.79241170260772
"756"	211	0.00972305423713193	2.0121972916603
"756.1"	34	0.00156674807612552	2.80500082991574
"756.2"	97	0.00446984009953458	2.34970801269175
"756.21"	56	0.00258052624303028	2.5882917199518
"756.22"	9	0.00041472743191558	3.38223723751867
"756.3"	35	0.00161282890189392	2.79241170260772
"756.5"	24	0.00110593981844155	2.95626850524639
"757"	30	0.00138242477305193	2.85935849223833
"758"	82	0.00377862771300862	2.42266589457428
"758.1"	57	0.00262660706879867	2.5806048912855
"759"	196	0.00903184185060596	2.04422367560152
"759.1"	21	0.000967697341136353	3.01426045222408
"760"	7050	0.324869821667204	0.488290629966597
"761"	3391	0.156260080180637	0.80615195717991
"763"	1052	0.0484770287083545	1.31446400714028
"764"	801	0.0369107414404866	1.43284723087376
"765"	558	0.025713100778766	1.58984554802042
"766"	1282	0.0590756186350859	1.2285917217752
"767"	50	0.00230404128841989	2.63750974262198
"769"	124	0.00571402239528132	2.24305806179576
"770"	2475	0.114050043776784	0.942904543688409
"771"	703	0.0323948205151836	1.48952442193817
"771.1"	2611	0.120317036081287	0.919672875135052
"771.2"	421	0.0194000276484955	1.71219765112233
"772"	379	0.0174646329662228	1.75784053698992
"772.1"	135	0.0062209114787337	2.20614597846299
"772.2"	857	0.0394912676835169	1.4034989250348
"772.3"	1450	0.0668171973641768	1.17511174472302
"772.4"	111	0.00511497166029215	2.29115676817134
"772.6"	208	0.00958481175982674	2.01841641199523
"780"	156	0.00718860881987005	2.14335514860353
"781"	238	0.0109672365328787	1.95990278990148
"781.1"	59	0.00271876872033547	2.56562773531585
"781.2"	143	0.00658955808488088	2.18114370949293
"782"	72	0.00331781945532464	2.47914725052673
"782.3"	4460	0.205520482927054	0.687144888245854
"782.6"	159	0.00732685129717525	2.13508262263754
"783"	5248	0.241832173632551	0.616485920590392
"783.1"	102	0.00470024422837657	2.32787957519608
"785"	8256	0.380443297543892	0.41971006267486
"788"	2981	0.137366941615594	0.862117770925365
"789"	5755	0.265195152297129	0.576434418992186
"789.1"	162	0.00746509377448044	2.12696473241537
"790"	406	0.0187088152619695	1.7279537133808
"790.1"	283	0.0130408736924566	1.88469331143371
"790.6"	2633	0.121330814248191	0.916028887851928
"790.8"	203	0.00935440763098475	2.02898370904478
"790.9"	13	0.000599050734989171	3.22253639465116
"791"	145	0.00668171973641768	2.17511174472302
"792"	1042	0.0480162204506705	1.31861202799449
"792.1"	637	0.0293534860144694	1.53234031462265
"794"	119	0.00548361826643934	2.26093278556547
"795"	75	0.00345606193262983	2.4614184835663
"795.8"	311	0.0143311368139717	1.84371935793116
"795.81"	143	0.00658955808488088	2.18114370949293
"795.82"	96	0.00442375927376619	2.35420851391843
"796"	967	0.0445601585180406	1.35105327287499
"797"	988	0.045527855859177	1.34172280237037
"797.1"	282	0.0129947928666882	1.88623063863863
"798"	10277	0.473572646421824	0.324613390430272
"798.1"	318	0.0146537025943505	1.83405262697356
"800"	1220	0.0562186074374453	1.25011991628325
"800.1"	576	0.0265425556425971	1.57605726353478
"800.2"	287	0.0132251969955302	1.878597850224
"800.3"	422	0.0194461084742639	1.71116729599632
"800.4"	196	0.00903184185060596	2.04422367560152
"801"	976	0.0449748859499562	1.3470299292913
"801.1"	482	0.0222109580203677	1.65343270871915
"802"	316	0.0145615409428137	1.83679266433959
"803"	1006	0.0463573107230082	1.33388176623809
"803.1"	379	0.0174646329662228	1.75784053698992
"803.2"	527	0.0242845951799456	1.61466913174545
"803.21"	161	0.00741901294871204	2.12965387092615
"803.3"	210	0.00967697341136353	2.01426045222408
"804"	573	0.0264043131652919	1.57832512499061
"805"	882	0.0406432883277268	1.39101116182618
"807"	500	0.0230404128841989	1.63750974262198
"809"	1012	0.0466337956776185	1.33129923445422
"816"	68	0.00313349615225105	2.50397083425176
"817"	250	0.0115202064420994	1.93853973828596
"818"	258	0.0118888530482466	1.92486004099477
"818.1"	159	0.00732685129717525	2.13508262263754
"818.2"	108	0.00497672918298696	2.30305599147105
"819"	460	0.021197179853463	1.67372191527642
"830"	1095	0.0504585042163956	1.29706562778186
"835"	922	0.0424865213584627	1.37174882590437
"836"	175	0.00806414450946961	2.0934416982717
"840"	2156	0.0993502603566656	1.0028309904433
